0.25	0.006232	0.998443
0.5	0.007823	0.996492
1	0.011219	0.990918
2	0.019338	0.971940
3	0.023375	0.949484
4	0.026993	0.924198
5	0.029345	0.897471
6	0.031405	0.869724
7	0.031899	0.842419
8	0.032363	0.815592
9	0.032853	0.789232
10	0.033000	0.763612
11	0.033186	0.738687
12	0.031850	0.715531
13	0.032801	0.692442
14	0.033824	0.669412
15	0.031417	0.648708
16	0.031959	0.628304
17	0.033268	0.607745
20	0.031817	0.552417
25	0.031492	0.471936
50	0.031492	0.214764
